1,0.0,17.35,0.1
1,1.0,30.95,0.11
1,2.0,9.4,0.12
1,3.0,8.2,0.12
1,4.0,13.45,0.03
2,0.0,15.8,0.17
2,1.0,15.56,0.2
2,2.0,15.45,0.2
2,3.0,15.45,0.15
2,4.0,17.07,0.05
3,0.0,15.65,0.23
3,1.0,14.98,0.27
3,2.0,11.79,0.25
3,3.0,15.93,0.25
3,4.0,17.77,0.06
4,0.0,14.91,0.26
4,1.0,14.15,0.31
4,2.0,14.49,0.35
4,3.0,14.49,0.31
4,4.0,18.06,0.06
5,0.0,15.19,0.32
5,1.0,14.15,0.32
5,2.0,9.35,0.43
5,3.0,14.21,0.37
5,4.0,19.16,0.06
6,0.0,10.86,0.35
6,1.0,5.76,0.34
6,2.0,11.7,0.52
6,3.0,12.89,0.47
6,4.0,19.29,0.06
7,0.0,12.08,0.36
7,1.0,12.22,0.42
7,2.0,8.92,0.54
7,3.0,9.83,0.51
7,4.0,17.46,0.06
8,0.0,12.49,0.37
8,1.0,11.34,0.46
8,2.0,8.89,0.56
8,3.0,9.57,0.54
8,4.0,18.21,0.06
9,0.0,12.65,0.38
9,1.0,10.81,0.49
9,2.0,8.82,0.61
9,3.0,9.32,0.54
9,4.0,18.9,0.06
10,0.0,12.89,0.41
10,1.0,10.56,0.5
10,2.0,8.01,0.63
10,3.0,9.59,0.54
10,4.0,19.44,0.06
11,0.0,12.53,0.41
11,1.0,10.54,0.54
11,2.0,7.85,0.63
11,3.0,9.77,0.54
11,4.0,19.81,0.06
12,0.0,12.69,0.41
12,1.0,9.9,0.56
12,2.0,7.95,0.63
12,3.0,9.9,0.54
12,4.0,20.06,0.06
1,0.0,137.9,0.13
1,1.0,204.05,0.1
1,2.0,112.7,0.11
1,3.0,113.7,0.05
1,4.0,66.96,0.06
2,0.0,121.8,0.24
2,1.0,125.22,0.19
2,2.0,125.11,0.15
2,3.0,132.21,0.18
2,4.0,130.97,0.2
3,0.0,119.74,0.36
3,1.0,126.69,0.27
3,2.0,133.61,0.31
3,3.0,129.24,0.25
3,4.0,120.54,0.3
4,0.0,114.2,0.39
4,1.0,130.97,0.33
4,2.0,124.25,0.38
4,3.0,135.27,0.29
4,4.0,125.11,0.36
5,0.0,118.41,0.45
5,1.0,130.27,0.39
5,2.0,115.37,0.48
5,3.0,137.12,0.35
5,4.0,116.14,0.36
6,0.0,114.7,0.51
6,1.0,119.07,0.43
6,2.0,103.69,0.56
