node_id,t,budget,K,ep_utility,ac_utility
1,1,2400,5,119.09999999999998,35
1,2,2400,5,125.4878692344331,53
1,3,2400,5,125.5497350774393,63
1,4,2400,5,125.4878692344331,73
1,5,2400,5,125.40324660870336,77
1,6,2400,5,125.31544385622897,80
1,7,2400,5,125.22985791584149,82
1,8,2400,5,125.14808302805608,84
1,9,2400,5,125.07046970526443,85
1,10,2400,5,124.99692510942948,85
1,11,2400,5,124.9272007603268,88
1,12,2400,5,124.86100451433387,89
1,1,2400,6,145.40999999999997,31
1,2,2400,6,150,45
1,3,2400,6,150,60
1,4,2400,6,150,70
1,5,2400,6,150,76
1,6,2400,6,150,81
1,7,2400,6,150,85
1,8,2400,6,150,85
1,9,2400,6,150,87
1,10,2400,6,150,89
1,11,2400,6,150,90
1,12,2400,6,150,90
1,1,2400,7,150,40
1,2,2400,7,150,58
1,3,2400,7,150,83
1,4,2400,7,150,96
1,5,2400,7,150,106
1,6,2400,7,150,108
1,7,2400,7,150,111
1,8,2400,7,150,111
1,9,2400,7,150,112
1,10,2400,7,150,112
1,11,2400,7,150,112
1,12,2400,7,150,113
1,1,2400,8,150,50
1,2,2400,8,150,76
1,3,2400,8,150,91
1,4,2400,8,150,99
1,5,2400,8,150,102
1,6,2400,8,150,108
1,7,2400,8,150,108
1,8,2400,8,150,109
1,9,2400,8,150,110
1,10,2400,8,150,110
1,11,2400,8,150,111
1,12,2400,8,150,111
1,1,2400,9,150,49
1,2,2400,9,150,81
1,3,2400,9,150,103
1,4,2400,9,150,113
1,5,2400,9,150,117
1,6,2400,9,150,121
1,7,2400,9,150,123
1,8,2400,9,150,123
1,9,2400,9,150,123
1,10,2400,9,150,124
1,11,2400,9,150,125
1,12,2400,9,150,125
1,1,2400,10,150,44
1,2,2400,10,150,68
1,3,2400,10,150,90
1,4,2400,10,150,109
1,5,2400,10,150,119
1,6,2400,10,150,125
1,7,2400,10,150,129
1,8,2400,10,150,129
1,9,2400,10,150,130
1,10,2400,10,150,130
1,11,2400,10,150,130
1,12,2400,10,150,131
1,1,2400,11,150,58
1,2,2400,11,150,85
1,3,2400,11,150,110
1,4,2400,11,150,116
1,5,2400,11,150,126
1,6,2400,11,150,128
1,7,2400,11,150,129
1,8,2400,11,150,134
1,9,2400,11,150,134
1,10,2400,11,66.3684625547147,43
1,11,2400,11,0,0
1,12,2400,11,0,0
1,1,2400,12,150,60
1,2,2400,12,150,92
1,3,2400,12,150,112
1,4,2400,12,150,125
1,5,2400,12,150,134
1,6,2400,12,150,136
1,7,2400,12,150,140
1,8,2400,12,150,141
1,9,2400,12,150,143
1,10,2400,12,150,145
1,11,2400,12,150,145
1,12,2400,12,47.79033483811127,29
1,1,2400,13,150,89
1,2,2400,13,150,128
1,3,2400,13,150,131
1,4,2400,13,150,142
1,5,2400,13,150,146
1,6,2400,13,150,145
1,7,2400,13,150,146
1,8,2400,13,150,146
1,9,2400,13,150,145
1,10,2400,13,150,146
1,11,2400,13,150,145
1,12,2400,13,72.84050225716696,45
1,1,2400,14,150,60
1,2,2400,14,150,106
1,3,2400,14,150,126
1,4,2400,14,150,134
1,5,2400,14,150,139
1,6,2400,14,150,143
1,7,2400,14,150,144
1,8,2400,14,150,144
1,9,2400,14,150,146
1,10,2400,14,150,146
1,11,2400,14,150,114
1,12,2400,14,23.670167419055634,15
1,1,2400,15,150,81
1,2,2400,15,150,113
1,3,2400,15,150,135
1,4,2400,15,150,142
1,5,2400,15,150,145
1,6,2400,15,150,147
1,7,2400,15,150,148
1,8,2400,15,150,148
1,9,2400,15,150,148
1,10,2400,15,59.078462554714676,44
1,11,2400,15,0,0
1,12,2400,15,0,0
1,1,3000,5,135.30000000000004,41
1,2,3000,5,141.68786923443318,63
1,3,3000,5,141.74973507743917,76
