node_id,t,budget,K,ep_utility,ac_utility
2,1,2400,5,76.44600000000001,22
2,2,2400,5,80.27872154065992,30
2,3,2400,5,80.31584104646355,35
2,4,2400,5,80.27872154065992,40
2,5,2400,5,80.22794796522207,45
2,6,2400,5,80.17526631373741,49
2,7,2400,5,80.12391474950492,49
2,8,2400,5,80.07484981683366,49
2,9,2400,5,80.02828182315866,49
2,10,2400,5,79.98415506565769,50
2,11,2400,5,79.94232045619609,51
2,12,2400,5,79.90260270860033,52
2,1,2400,6,89.49599999999998,17
2,2,2400,6,90,31
2,3,2400,6,90,41
2,4,2400,6,90,46
2,5,2400,6,90,49
2,6,2400,6,90,52
2,7,2400,6,90,53
2,8,2400,6,90,55
2,9,2400,6,90,56
2,10,2400,6,90,57
2,11,2400,6,90,59
2,12,2400,6,90,59
2,1,2400,7,90,20
2,2,2400,7,90,36
2,3,2400,7,90,47
2,4,2400,7,90,52
2,5,2400,7,90,58
2,6,2400,7,90,63
2,7,2400,7,90,65
2,8,2400,7,90,66
2,9,2400,7,90,68
2,10,2400,7,90,68
2,11,2400,7,90,68
2,12,2400,7,90,68
2,1,2400,8,90,25
2,2,2400,8,90,39
2,3,2400,8,90,54
2,4,2400,8,90,60
2,5,2400,8,90,64
2,6,2400,8,90,67
2,7,2400,8,90,68
2,8,2400,8,90,69
2,9,2400,8,90,73
2,10,2400,8,90,74
2,11,2400,8,90,74
2,12,2400,8,73.00860270860032,52
2,1,2400,9,90,27
2,2,2400,9,90,45
2,3,2400,9,90,58
2,4,2400,9,90,66
2,5,2400,9,90,68
2,6,2400,9,90,71
2,7,2400,9,90,71
2,8,2400,9,90,72
2,9,2400,9,15.861046970526445,9
2,10,2400,9,0,0
2,11,2400,9,0,0
2,12,2400,9,0,0
2,1,2400,10,90,32
2,2,2400,10,90,56
2,3,2400,10,90,67
2,4,2400,10,90,69
2,5,2400,10,90,76
2,6,2400,10,90,81
2,7,2400,10,90,81
2,8,2400,10,90,82
2,9,2400,10,13.017046970526433,9
2,10,2400,10,13.009692510942946,9
2,11,2400,10,0,0
2,12,2400,10,0,0
2,1,2400,11,90,39
2,2,2400,11,90,52
2,3,2400,11,90,62
2,4,2400,11,90,69
2,5,2400,11,90,75
2,6,2400,11,90,77
2,7,2400,11,90,77
2,8,2400,11,0,0
2,9,2400,11,0,0
2,10,2400,11,0,0
2,11,2400,11,0,0
2,12,2400,11,0,0
2,1,2400,12,90,30
2,2,2400,12,90,53
2,3,2400,12,90,68
2,4,2400,12,90,76
2,5,2400,12,90,80
2,6,2400,12,90,81
2,7,2400,12,90,81
2,8,2400,12,90,84
2,9,2400,12,0,0
2,10,2400,12,0,0
2,11,2400,12,0,0
2,12,2400,12,0,0
2,1,2400,13,90,47
2,2,2400,13,90,60
2,3,2400,13,90,72
2,4,2400,13,90,81
2,5,2400,13,90,85
2,6,2400,13,90,85
2,7,2400,13,12.024985791584156,5
2,8,2400,13,0,0
2,9,2400,13,0,0
2,10,2400,13,0,0
2,11,2400,13,0,0
2,12,2400,13,0,0
2,1,2400,14,90,36
2,2,2400,14,90,65
2,3,2400,14,90,77
2,4,2400,14,90,83
2,5,2400,14,90,85
2,6,2400,14,90,70
2,7,2400,14,0,0
2,8,2400,14,0,0
2,9,2400,14,0,0
2,10,2400,14,0,0
2,11,2400,14,0,0
2,12,2400,14,0,0
2,1,2400,15,90,42
2,2,2400,15,90,72
2,3,2400,15,90,82
2,4,2400,15,90,86
2,5,2400,15,90,86
2,6,2400,15,90,84
2,7,2400,15,0,0
2,8,2400,15,0,0
2,9,2400,15,0,0
2,10,2400,15,0,0
