node_id,t,budget,K,ep_utility,ac_utility
3,1,2400,5,79.254,22
3,2,2400,5,83.08672154065992,43
3,3,2400,5,83.12384104646351,48
3,4,2400,5,83.98417535697591,43
3,5,2400,5,83.06092276278898,52
3,6,2400,5,83.00427417922825,54
3,7,2400,5,82.95012375412882,54
3,8,2400,5,83.7939694828628,51
3,9,2400,5,82.86663527317276,54
3,10,2400,5,82.81962467167313,54
3,11,2400,5,83.66265277002248,53
3,12,2400,5,82.74666559375471,54
3,1,2400,6,87.58800000000001,22
3,2,2400,6,90,36
3,3,2400,6,90,48
3,4,2400,6,90,54
3,5,2400,6,90,54
3,6,2400,6,90,55
3,7,2400,6,90,57
3,8,2400,6,90,59
3,9,2400,6,90,60
3,10,2400,6,90,61
3,11,2400,6,90,61
3,12,2400,6,90,61
3,1,2400,7,90,24
3,2,2400,7,90,33
3,3,2400,7,90,49
3,4,2400,7,90,60
3,5,2400,7,90,61
3,6,2400,7,90,64
3,7,2400,7,90,66
3,8,2400,7,90,67
3,9,2400,7,90,64
3,10,2400,7,90,67
3,11,2400,7,90,67
3,12,2400,7,90,68
3,1,2400,8,90,26
3,2,2400,8,90,44
3,3,2400,8,90,50
3,4,2400,8,90,55
3,5,2400,8,90,60
3,6,2400,8,90,61
3,7,2400,8,90,62
3,8,2400,8,90,65
3,9,2400,8,90,68
3,10,2400,8,90,71
3,11,2400,8,90,72
3,12,2400,8,47.93440180573357,35
3,1,2400,9,90,32
3,2,2400,9,90,56
3,3,2400,9,90,67
3,4,2400,9,90,75
3,5,2400,9,90,78
3,6,2400,9,90,80
3,7,2400,9,90,81
3,8,2400,9,90,81
3,9,2400,9,90,81
3,10,2400,9,70.07046255471472,44
3,11,2400,9,13.074720076032676,9
3,12,2400,9,0,0
3,1,2400,10,90,38
3,2,2400,10,90,52
3,3,2400,10,90,63
3,4,2400,10,90,70
3,5,2400,10,90,78
3,6,2400,10,90,80
3,7,2400,10,90,81
3,8,2400,10,90,81
3,9,2400,10,90,73
3,10,2400,10,13.081692510942945,9
3,11,2400,10,0,0
3,12,2400,10,0,0
3,1,2400,11,90,26
3,2,2400,11,90,54
3,3,2400,11,90,67
3,4,2400,11,90,76
3,5,2400,11,90,79
3,6,2400,11,90,82
3,7,2400,11,90,84
3,8,2400,11,90,71
3,9,2400,11,11.163046970526436,9
3,10,2400,11,0,0
3,11,2400,11,0,0
3,12,2400,11,0,0
3,1,2400,12,90,33
3,2,2400,12,90,59
3,3,2400,12,90,72
3,4,2400,12,90,78
3,5,2400,12,90,83
3,6,2400,12,90,84
3,7,2400,12,90,65
3,8,2400,12,14.644808302805618,9
3,9,2400,12,0,0
3,10,2400,12,0,0
3,11,2400,12,0,0
3,12,2400,12,0,0
3,1,2400,13,90,45
3,2,2400,13,90,68
3,3,2400,13,90,78
3,4,2400,13,90,81
3,5,2400,13,90,83
3,6,2400,13,90,86
3,7,2400,13,27.72197158316832,17
3,8,2400,13,0,0
3,9,2400,13,0,0
3,10,2400,13,0,0
3,11,2400,13,0,0
3,12,2400,13,0,0
3,1,2400,14,90,30
3,2,2400,14,90,54
3,3,2400,14,90,69
3,4,2400,14,90,77
3,5,2400,14,90,84
3,6,2400,14,90,82
3,7,2400,14,0,0
3,8,2400,14,0,0
3,9,2400,14,0,0
3,10,2400,14,0,0
3,11,2400,14,0,0
3,12,2400,14,0,0
3,1,2400,15,90,47
3,2,2400,15,90,63
3,3,2400,15,90,78
3,4,2400,15,90,81
3,5,2400,15,90,86
3,6,2400,15,90,83
3,7,2400,15,0,0
3,8,2400,15,0,0
3,9,2400,15,0,0
3,10,2400,15,0,0
3,11,2400,15,0,0
3,12,2400,15,0,0
3,1,3000,5,80.27999999999999,20
3,2,3000,5,84.1127215406599,35
3,3,3000,5,84.14984104646354,42
3,4,3000,5,84.1127215406599,47
3,5,3000,5,84.06194796522209,49
3,6,3000,5,84.00926631373744,50
3,7,3000,5,83.95791474950494,52
3,8,3000,5,83.90884981683371,53
3,9,3000,5,83.86228182315861,53
3,10,3000,5,83.81815506565763,53
3,11,3000,5,83.77632045619602,53
3,12,3000,5,83.73660270860032,54
3,1,3000,6,89.44199999999998,23
3,2,3000,6,90,30
3,3,3000,6,90,39
3,4,3000,6,90,41
3,5,3000,6,90,49
3,6,3000,6,90,53
3,7,3000,6,90,56
3,8,3000,6,90,56
3,9,3000,6,90,57
3,10,3000,6,90,57
3,11,3000,6,90,58
3,12,3000,6,90,58
3,1,3000,7,90,29
3,2,3000,7,90,43
3,3,3000,7,90,52
3,4,3000,7,90,54
3,5,3000,7,90,56
3,6,3000,7,90,60
3,7,3000,7,90,62
3,8,3000,7,90,65
3,9,3000,7,90,66
3,10,3000,7,90,66
3,11,3000,7,90,66
3,12,3000,7,90,66
3,1,3000,8,90,27
3,2,3000,8,90,43
3,3,3000,8,90,54
3,4,3000,8,90,64
3,5,3000,8,90,67
3,6,3000,8,90,69
3,7,3000,8,90,69
3,8,3000,8,90,70
3,9,3000,8,90,70
3,10,3000,8,90,71
3,11,3000,8,90,72
3,12,3000,8,90,72
3,1,3000,9,90,19
3,2,3000,9,90,37
3,3,3000,9,90,51
3,4,3000,9,90,58
3,5,3000,9,90,64
3,6,3000,9,90,68
3,7,3000,9,90,70
3,8,3000,9,90,70
3,9,3000,9,90,70
3,10,3000,9,90,71
3,11,3000,9,90,72
3,12,3000,9,90,69
3,1,3000,10,90,28
3,2,3000,10,90,51
3,3,3000,10,90,63
3,4,3000,10,90,69
3,5,3000,10,90,74
3,6,3000,10,90,76
3,7,3000,10,90,79
3,8,3000,10,90,80
3,9,3000,10,90,80
3,10,3000,10,90,80
3,11,3000,10,90,66
3,12,3000,10,0,0
3,1,3000,11,90,26
3,2,3000,11,90,53
3,3,3000,11,90,63
3,4,3000,11,90,69
3,5,3000,11,90,71
3,6,3000,11,90,76
3,7,3000,11,90,79
3,8,3000,11,90,82
3,9,3000,11,90,81
3,10,3000,11,90,62
3,11,3000,11,0,0
3,12,3000,11,0,0
3,1,3000,12,90,38
3,2,3000,12,90,54
3,3,3000,12,90,71
3,4,3000,12,90,76
3,5,3000,12,90,79
3,6,3000,12,90,81
3,7,3000,12,90,86
3,8,3000,12,90,87
3,9,3000,12,90,87
3,10,3000,12,90,75
3,11,3000,12,14.208720076032668,9
3,12,3000,12,0,0
3,1,3000,13,90,24
3,2,3000,13,90,58
3,3,3000,13,90,69
3,4,3000,13,90,77
3,5,3000,13,90,79
3,6,3000,13,90,83
3,7,3000,13,90,85
3,8,3000,13,90,73
3,9,3000,13,0,0
3,10,3000,13,0,0
3,11,3000,13,0,0
3,12,3000,13,0,0
3,1,3000,14,90,42
3,2,3000,14,90,62
3,3,3000,14,90,76
3,4,3000,14,90,80
3,5,3000,14,90,84
3,6,3000,14,90,86
3,7,3000,14,90,86
3,8,3000,14,14.23080830280561,9
3,9,3000,14,0,0
3,10,3000,14,0,0
3,11,3000,14,0,0
3,12,3000,14,0,0
3,1,3000,15,90,43
3,2,3000,15,90,68
3,3,3000,15,90,80
3,4,3000,15,90,85
3,5,3000,15,90,86
3,6,3000,15,90,86
3,7,3000,15,90,87
3,8,3000,15,65.16004151402804,44
3,9,3000,15,0,0
3,10,3000,15,0,0
3,11,3000,15,0,0
3,12,3000,15,0,0
3,1,3600,5,82.56600000000003,26
3,2,3600,5,81.78870282593003,36
3,3,3600,5,81.83888413811341,38
3,4,3600,5,86.46870282593005,45
3,5,3600,5,81.75924108148858,45
3,6,3600,5,81.70611050853195,45
3,7,3600,5,86.33373514549346,48
3,8,3600,5,81.6188097227415,48
3,9,3600,5,81.56683577681198,46
3,10,3600,5,86.20615449863706,50
3,11,3600,5,81.49512494378284,49
3,12,3600,5,86.1238179997442,52
3,1,3600,6,83.10600000000001,22
3,2,3600,6,87.5775084641032,38
3,3,3600,6,87.62081455420747,44
3,4,3600,6,87.5775084641032,49
3,5,3600,6,87.51827262609241,53
3,6,3600,6,87.45681069936033,55
3,7,3600,6,87.39690054108911,56
3,8,3600,6,87.33965811963928,57
3,9,3600,6,87.28532879368504,59
3,10,3600,6,87.23384757660057,62
3,11,3600,6,87.18504053222868,62
3,12,3600,6,87.13870316003374,62
3,1,3600,7,90,26
3,2,3600,7,90,33
3,3,3600,7,90,43
3,4,3600,7,90,52
3,5,3600,7,90,59
3,6,3600,7,90,62
3,7,3600,7,90,64
3,8,3600,7,90,64
3,9,3600,7,90,65
3,10,3600,7,90,66
3,11,3600,7,90,68
3,12,3600,7,90,68
3,1,3600,8,90,29
3,2,3600,8,90,47
3,3,3600,8,90,53
3,4,3600,8,90,54
3,5,3600,8,90,60
3,6,3600,8,90,63
3,7,3600,8,90,65
3,8,3600,8,90,68
3,9,3600,8,90,68
3,10,3600,8,90,69
3,11,3600,8,90,70
3,12,3600,8,90,72
3,1,3600,9,90,33
3,2,3600,9,90,53
3,3,3600,9,90,62
3,4,3600,9,90,67
3,5,3600,9,90,72
3,6,3600,9,90,76
3,7,3600,9,90,73
3,8,3600,9,90,74
3,9,3600,9,90,76
3,10,3600,9,90,76
3,11,3600,9,90,77
3,12,3600,9,90,78
3,1,3600,10,90,33
3,2,3600,10,90,52
3,3,3600,10,90,62
3,4,3600,10,90,68
3,5,3600,10,90,69
3,6,3600,10,90,73
3,7,3600,10,90,75
3,8,3600,10,90,76
3,9,3600,10,90,77
3,10,3600,10,90,78
3,11,3600,10,90,79
3,12,3600,10,90,79
3,1,3600,11,90,36
3,2,3600,11,90,51
3,3,3600,11,90,58
3,4,3600,11,90,64
3,5,3600,11,90,71
3,6,3600,11,90,74
3,7,3600,11,90,77
3,8,3600,11,90,79
3,9,3600,11,90,81
3,10,3600,11,90,81
3,11,3600,11,90,70
3,12,3600,11,12.168100451433384,9
3,1,3600,12,90,42
3,2,3600,12,90,65
3,3,3600,12,90,77
3,4,3600,12,90,81
3,5,3600,12,90,85
3,6,3600,12,90,85
3,7,3600,12,90,85
3,8,3600,12,90,85
3,9,3600,12,90,85
3,10,3600,12,90,85
3,11,3600,12,51.93888030413068,35
3,12,3600,12,0,0
3,1,3600,13,90,47
3,2,3600,13,90,70
3,3,3600,13,90,79
3,4,3600,13,90,84
3,5,3600,13,90,86
3,6,3600,13,90,86
3,7,3600,13,90,88
3,8,3600,13,90,89
3,9,3600,13,0,0
3,10,3600,13,0,0
3,11,3600,13,0,0
3,12,3600,13,0,0
3,1,3600,14,90,48
3,2,3600,14,90,73
3,3,3600,14,90,79
3,4,3600,14,90,83
3,5,3600,14,90,84
3,6,3600,14,90,85
3,7,3600,14,90,87
3,8,3600,14,90,90
3,9,3600,14,90,87
3,10,3600,14,12.00169251094294,9
3,11,3600,14,0,0
3,12,3600,14,0,0
3,1,3600,15,90,46
3,2,3600,15,90,68
3,3,3600,15,90,72
3,4,3600,15,90,79
3,5,3600,15,90,80
3,6,3600,15,90,82
3,7,3600,15,90,85
3,8,3600,15,90,63
3,9,3600,15,0,0
3,10,3600,15,0,0
3,11,3600,15,0,0
3,12,3600,15,0,0
3,1,4200,5,75.41999999999999,22
3,2,4200,5,79.25272154065989,36
3,3,4200,5,79.28984104646358,42
3,4,4200,5,79.25272154065989,49
3,5,4200,5,79.20194796522208,51
3,6,4200,5,79.14926631373744,51
3,7,4200,5,79.0979147495049,53
3,8,4200,5,79.04884981683364,53
3,9,4200,5,79.00228182315864,53
3,10,4200,5,78.95815506565768,53
3,11,4200,5,78.91632045619605,53
3,12,4200,5,78.87660270860032,53
3,1,4200,6,90,23
3,2,4200,6,90,38
3,3,4200,6,90,43
3,4,4200,6,90,49
3,5,4200,6,90,56
3,6,4200,6,90,58
3,7,4200,6,90,59
3,8,4200,6,90,59
3,9,4200,6,90,62
3,10,4200,6,90,62
3,11,4200,6,90,62
3,12,4200,6,90,62
3,1,4200,7,90,27
3,2,4200,7,90,41
3,3,4200,7,90,49
3,4,4200,7,90,54
3,5,4200,7,90,57
3,6,4200,7,90,60
3,7,4200,7,90,61
3,8,4200,7,90,63
3,9,4200,7,90,63
3,10,4200,7,90,64
3,11,4200,7,90,65
3,12,4200,7,90,65
3,1,4200,8,90,23
3,2,4200,8,90,40
3,3,4200,8,90,51
3,4,4200,8,90,59
3,5,4200,8,90,64
3,6,4200,8,90,67
3,7,4200,8,90,70
3,8,4200,8,90,70
3,9,4200,8,90,72
3,10,4200,8,90,72
3,11,4200,8,90,72
3,12,4200,8,90,72
3,1,4200,9,90,31
3,2,4200,9,90,49
3,3,4200,9,90,58
3,4,4200,9,90,69
3,5,4200,9,90,71
3,6,4200,9,90,73
3,7,4200,9,90,73
3,8,4200,9,90,76
3,9,4200,9,90,77
3,10,4200,9,90,78
3,11,4200,9,90,78
3,12,4200,9,90,78
3,1,4200,10,90,33
3,2,4200,10,90,54
3,3,4200,10,90,69
3,4,4200,10,90,76
3,5,4200,10,90,79
3,6,4200,10,90,82
3,7,4200,10,90,82
3,8,4200,10,90,82
3,9,4200,10,90,83
3,10,4200,10,90,83
3,11,4200,10,90,83
3,12,4200,10,90,83
3,1,4200,11,90,22
3,2,4200,11,90,49
3,3,4200,11,90,63
3,4,4200,11,90,71
3,5,4200,11,90,76
3,6,4200,11,90,80
3,7,4200,11,90,82
3,8,4200,11,90,81
3,9,4200,11,90,83
3,10,4200,11,90,84
3,11,4200,11,90,84
3,12,4200,11,90,85
3,1,4200,12,90,34
3,2,4200,12,90,53
3,3,4200,12,90,69
3,4,4200,12,90,78
3,5,4200,12,90,79
3,6,4200,12,90,82
3,7,4200,12,90,84
3,8,4200,12,90,84
3,9,4200,12,90,84
3,10,4200,12,90,85
3,11,4200,12,90,85
3,12,4200,12,90,86
3,1,4200,13,90,46
3,2,4200,13,90,58
3,3,4200,13,90,73
3,4,4200,13,90,80
3,5,4200,13,90,81
3,6,4200,13,90,82
3,7,4200,13,90,82
3,8,4200,13,90,83
3,9,4200,13,90,83
3,10,4200,13,90,84
3,11,4200,13,90,72
3,12,4200,13,0,0
3,1,4200,14,90,35
3,2,4200,14,90,68
3,3,4200,14,90,78
3,4,4200,14,90,83
3,5,4200,14,90,85
3,6,4200,14,90,86
3,7,4200,14,90,86
3,8,4200,14,90,86
3,9,4200,14,90,86
3,10,4200,14,90,86
3,11,4200,14,67.53360038016335,44
3,12,4200,14,0,0
3,1,4200,15,90,51
3,2,4200,15,90,65
