node_id,t,budget,K,ep_utility,ac_utility
0,1,2400,5,96.60200000000003,45
1,1,2400,5,108.92999999999999,61
2,1,2400,5,78.804,37
3,1,2400,5,78.22800000000004,44
4,1,2400,5,52.644000000000005,25
0,2,2400,5,100.65439387699078,57
1,2,2400,5,114.45599165044187,64
2,2,2400,5,82.11959499026513,40
3,2,2400,5,81.54359499026516,42
4,2,2400,5,54.854396660176754,30
0,3,2400,5,101.42617104280788,50
1,3,2400,5,115.50841505837451,59
2,3,2400,5,82.75104903502469,46
3,3,2400,5,82.17504903502468,43
4,3,2400,5,55.2753660233498,26
0,4,2400,5,101.79963353056525,51
1,4,2400,5,116.01768208713455,53
2,4,2400,5,83.05660925228072,44
3,4,2400,5,82.48060925228069,45
4,4,2400,5,55.47907283485379,26
0,5,2400,5,102.02446668336249,49
1,5,2400,5,116.32427275003965,62
2,5,2400,5,83.2405636500238,46
3,5,2400,5,82.66456365002384,44
4,5,2400,5,55.601709100015874,32
0,6,2400,5,102.17654123666104,46
1,6,2400,5,116.53164714090155,51
2,6,2400,5,83.36498828454086,38
3,6,2400,5,82.78898828454084,42
4,6,2400,5,55.68465885636059,27
0,7,2400,5,102.28719454705498,51
1,7,2400,5,116.68253801871143,58
2,7,2400,5,83.45552281122686,43
3,7,2400,5,82.87952281122685,46
4,7,2400,5,55.74501520748458,23
0,8,2400,5,102.37184920757338,45
1,8,2400,5,116.79797619214541,60
2,8,2400,5,83.52478571528725,42
3,8,2400,5,82.94878571528729,38
4,8,2400,5,55.79119047685817,27
0,9,2400,5,102.4390265700079,57
1,9,2400,5,116.8895816863743,66
2,9,2400,5,83.57974901182459,34
3,9,2400,5,83.00374901182461,38
4,9,2400,5,55.82783267454973,28
0,10,2400,5,102.49384082678341,55
1,10,2400,5,116.96432840015915,59
2,10,2400,5,83.62459704009548,41
3,10,2400,5,83.04859704009547,36
4,10,2400,5,55.85773136006366,27
0,11,2400,5,102.53955846019862,50
1,11,2400,5,117.02667062754352,58
2,11,2400,5,83.66200237652613,43
3,11,2400,5,83.08600237652612,43
4,11,2400,5,55.88266825101744,28
0,12,2400,5,102.57836976367265,48
1,12,2400,5,117.07959513228084,48
2,12,2400,5,83.69375707936852,42
3,12,2400,5,83.11775707936853,41
4,12,2400,5,55.903838052912334,28
0,1,2400,6,109.67,54
1,1,2400,6,150,74
2,1,2400,6,85.176,40
3,1,2400,6,90,46
4,1,2400,6,59.496,28
0,2,2400,6,110,58
1,2,2400,6,150,76
2,2,2400,6,89.04419415530933,41
3,2,2400,6,90,46
4,2,2400,6,60,31
0,3,2400,6,110,56
1,3,2400,6,150,79
2,3,2400,6,89.78089054086212,44
3,3,2400,6,90,55
4,3,2400,6,60,28
0,4,2400,6,110,56
1,4,2400,6,150,74
2,4,2400,6,90,47
3,4,2400,6,90,45
4,4,2400,6,60,29
0,5,2400,6,110,52
1,5,2400,6,150,67
2,5,2400,6,90,40
3,5,2400,6,90,47
4,5,2400,6,60,32
0,6,2400,6,110,56
1,6,2400,6,150,68
