node_id,t,budget,K,ep_utility,ac_utility
0,1,2400,5,96.51400000000001,51
1,1,2400,5,135.68999999999997,70
2,1,2400,5,74.25,40
3,1,2400,5,82.69199999999998,40
4,1,2400,5,48.96,28
0,2,2400,5,100.49197012058117,47
1,2,2400,5,142.07786923443325,77
2,2,2400,5,78.08272154065986,41
3,2,2400,5,86.52472154065991,44
4,2,2400,5,49.593801883953354,25
0,3,2400,5,101.29540761187488,58
1,3,2400,5,142.13973507743927,67
2,3,2400,5,78.11984104646355,36
3,3,2400,5,86.56184104646354,46
4,3,2400,5,49.60004051556813,28
0,4,2400,5,101.23647634529766,49
1,4,2400,5,142.07786923443325,72
2,4,2400,5,78.08272154065986,43
3,4,2400,5,86.52472154065991,46
4,4,2400,5,51.56180188395336,28
0,5,2400,5,100.4559613218194,55
1,5,2400,5,141.99324660870352,69
2,5,2400,5,78.03194796522206,40
3,5,2400,5,86.4739479652221,42
4,5,2400,5,49.54967826721188,22
0,6,2400,5,101.12716403534667,52
1,6,2400,5,141.90544385622897,67
2,6,2400,5,77.97926631373741,43
3,6,2400,5,86.42126631373745,38
4,6,2400,5,51.49526548364369,25
0,7,2400,5,100.32700962226973,47
1,7,2400,5,141.81985791584148,64
2,7,2400,5,77.92791474950492,47
3,7,2400,5,86.36991474950491,45
4,7,2400,5,49.485393636872,31
0,8,2400,5,101.01531415251434,46
1,8,2400,5,141.73808302805608,65
2,8,2400,5,77.87884981683366,40
3,8,2400,5,87.11483913324258,46
4,8,2400,5,51.43056176413941,25
0,9,2400,5,100.95092132934862,54
1,9,2400,5,141.66046970526435,70
2,9,2400,5,77.83228182315861,34
3,9,2400,5,86.28876217852967,43
4,9,2400,5,51.39327904814426,29
0,10,2400,5,100.17107772055643,53
1,10,2400,5,141.58692510942947,71
2,10,2400,5,77.78815506565769,36
3,10,2400,5,86.24332005579427,46
4,10,2400,5,49.40401249763303,24
0,11,2400,5,100.85419012112779,49
1,11,2400,5,141.51720076032672,68
2,11,2400,5,77.74632045619603,38
3,11,2400,5,86.20040084576951,44
4,11,2400,5,51.33877936464174,26
0,12,2400,5,100.07044422190954,53
1,12,2400,5,141.45100451433385,75
2,12,2400,5,77.70660270860033,37
3,12,2400,5,86.15977141407996,41
4,12,2400,5,49.35127110182327,24
0,1,2400,6,110,52
1,1,2400,6,150,77
2,1,2400,6,85.518,47
3,1,2400,6,90,45
4,1,2400,6,58.04400000000001,26
0,2,2400,6,110,58
1,2,2400,6,150,84
2,2,2400,6,89.98950846410321,45
3,2,2400,6,90,42
4,2,2400,6,60,30
0,3,2400,6,110,58
1,3,2400,6,150,78
2,3,2400,6,90,45
3,3,2400,6,90,51
4,3,2400,6,60,30
0,4,2400,6,110,56
1,4,2400,6,150,80
2,4,2400,6,89.98950846410321,40
3,4,2400,6,90,46
4,4,2400,6,60,28
0,5,2400,6,110,62
1,5,2400,6,150,80
2,5,2400,6,89.93027262609237,48
3,5,2400,6,90,53
4,5,2400,6,60,30
0,6,2400,6,110,59
1,6,2400,6,150,79
2,6,2400,6,89.86881069936038,51
3,6,2400,6,90,48
4,6,2400,6,60,31
0,7,2400,6,110,60
1,7,2400,6,150,81
2,7,2400,6,89.80890054108912,46
3,7,2400,6,90,47
4,7,2400,6,60,34
0,8,2400,6,110,56
1,8,2400,6,150,75
2,8,2400,6,89.75165811963929,42
3,8,2400,6,90,49
4,8,2400,6,60,30
0,9,2400,6,110,50
1,9,2400,6,150,81
2,9,2400,6,89.6973287936851,50
3,9,2400,6,90,52
4,9,2400,6,60,32
0,10,2400,6,110,56
1,10,2400,6,150,80
2,10,2400,6,89.64584757660057,44
3,10,2400,6,90,50
4,10,2400,6,60,31
0,11,2400,6,110,58
1,11,2400,6,150,75
2,11,2400,6,89.59704053222869,46
3,11,2400,6,90,50
4,11,2400,6,60,32
0,12,2400,6,110,59
1,12,2400,6,150,70
2,12,2400,6,89.55070316003375,44
3,12,2400,6,90,44
4,12,2400,6,0,0
0,1,2400,7,110,62
1,1,2400,7,150,94
2,1,2400,7,90,56
3,1,2400,7,90,52
4,1,2400,7,60,33
0,2,2400,7,110,59
1,2,2400,7,150,81
2,2,2400,7,90,53
3,2,2400,7,90,45
4,2,2400,7,60,35
0,3,2400,7,110,61
1,3,2400,7,150,81
2,3,2400,7,90,45
3,3,2400,7,90,53
4,3,2400,7,60,34
0,4,2400,7,110,62
1,4,2400,7,150,90
2,4,2400,7,90,54
3,4,2400,7,90,48
4,4,2400,7,60,35
0,5,2400,7,110,62
1,5,2400,7,150,76
2,5,2400,7,90,52
3,5,2400,7,90,58
4,5,2400,7,60,31
